Country,Factors,Value
Kazakhstan,Freedom,0.811601937
Kazakhstan,Trust (Government Corruption),0.764490843
Kazakhstan,Generosity,-0.068488635
Estonia,Economy (GDP per Capita),10.34001732
Estonia,Family,0.934729993
Estonia,Health (Life Expectancy),68.60495758
Estonia,Freedom,0.87770915
Estonia,Trust (Government Corruption),0.623073816
Estonia,Generosity,-0.111697771
Philippines,Economy (GDP per Capita),8.993545532
Philippines,Family,0.846730053
Philippines,Health (Life Expectancy),61.92676163
Philippines,Freedom,0.915463448
Philippines,Trust (Government Corruption),0.733634114
Philippines,Generosity,-0.105463006
Hungary,Economy (GDP per Capita),10.24924374
Hungary,Family,0.921934128
Hungary,Health (Life Expectancy),67.60997009
Hungary,Freedom,0.718964577
Hungary,Trust (Government Corruption),0.892916501
Hungary,Generosity,-0.194323018
Thailand,Economy (GDP per Capita),9.741791725
Thailand,Family,0.889973223
Thailand,Health (Life Expectancy),67.25059509
Thailand,Freedom,0.905063033
Thailand,Trust (Government Corruption),0.886272311
Thailand,Generosity,0.268685192
Argentina,Economy (GDP per Capita),9.810955048
Argentina,Family,0.900567949
Argentina,Health (Life Expectancy),68.80380249
Argentina,Freedom,0.831132412
Argentina,Trust (Government Corruption),0.842009842
Argentina,Generosity,-0.194913864
Honduras,Economy (GDP per Capita),8.424534798
Honduras,Family,0.821870148
Honduras,Health (Life Expectancy),67.19876862
Honduras,Freedom,0.870603263
Honduras,Trust (Government Corruption),0.801131904
Honduras,Generosity,0.086969115
Latvia,Economy (GDP per Capita),10.17531967
Latvia,Family,0.918288589
Latvia,Health (Life Expectancy),66.8074646
Latvia,Freedom,0.671237648
Latvia,Trust (Government Corruption),0.795580089
Latvia,Generosity,-0.186888844
Ecuador,Economy (GDP per Capita),9.246058464
Ecuador,Family,0.836418986
Ecuador,Health (Life Expectancy),68.50003815
Ecuador,Freedom,0.859828949
Ecuador,Trust (Government Corruption),0.801215112
Ecuador,Generosity,-0.127014965
Portugal,Economy (GDP per Capita),10.26374245
Portugal,Family,0.886590719
Portugal,Health (Life Expectancy),72.40202332
Portugal,Freedom,0.888747811
Portugal,Trust (Government Corruption),0.892629504
Portugal,Generosity,-0.220714301
Jamaica,Economy (GDP per Capita),9.006250381
Jamaica,Family,0.915701866
Jamaica,Health (Life Expectancy),67.09999847
Jamaica,Freedom,0.858068526
Jamaica,Trust (Government Corruption),0.888890028
Jamaica,Generosity,-0.125106767
South Korea,Economy (GDP per Capita),10.51056671
South Korea,Family,0.799387157
South Korea,Health (Life Expectancy),73.6027298
South Korea,Freedom,0.612965107
South Korea,Trust (Government Corruption),0.789067447
South Korea,Generosity,-0.043404032
Japan,Economy (GDP per Capita),10.57968903
Japan,Family,0.883545935
Japan,Health (Life Expectancy),75.00096893
Japan,Freedom,0.809961379
Japan,Trust (Government Corruption),0.654558063
Japan,Generosity,-0.246910349
Peru,Economy (GDP per Capita),9.456313133
Peru,Family,0.831075251
Peru,Health (Life Expectancy),68.10023499
Peru,Freedom,0.824766099
Peru,Trust (Government Corruption),0.893714964
Peru,Generosity,-0.16238822
Serbia,Economy (GDP per Capita),9.680980682
Serbia,Family,0.881475747
Serbia,Health (Life Expectancy),68.21020508
Serbia,Freedom,0.726495862
Serbia,Trust (Government Corruption),0.843509018
Serbia,Generosity,-0.073676221
Bolivia,Economy (GDP per Capita),8.851115227
Bolivia,Family,0.803108692
Bolivia,Health (Life Expectancy),63.6004715
Bolivia,Freedom,0.875873327
Bolivia,Trust (Government Corruption),0.822606206
Bolivia,Generosity,-0.09168113
Pakistan,Economy (GDP per Capita),8.482727051
Pakistan,Family,0.689062297
Pakistan,Health (Life Expectancy),58.25313568
Pakistan,Freedom,0.734833717
Pakistan,Trust (Government Corruption),0.745705426
Pakistan,Generosity,0.04489987
Paraguay,Economy (GDP per Capita),9.389982224
Paraguay,Family,0.898727894
Paraguay,Health (Life Expectancy),65.63993835
Paraguay,Freedom,0.885923445
Paraguay,Trust (Government Corruption),0.834788501
Paraguay,Generosity,0.007997713
Dominican Republic,Economy (GDP per Capita),9.664880753
Dominican Republic,Family,0.882085383
Dominican Republic,Health (Life Expectancy),65.80748749
Dominican Republic,Freedom,0.866202772
Dominican Republic,Trust (Government Corruption),0.755999923
Dominican Republic,Generosity,-0.131263286
Bosnia and Herzegovina,Economy (GDP per Capita),9.455817223
Bosnia and Herzegovina,Family,0.829204142
Bosnia and Herzegovina,Health (Life Expectancy),67.80813599
Bosnia and Herzegovina,Freedom,0.651352704
Bosnia and Herzegovina,Trust (Government Corruption),0.933769107
Bosnia and Herzegovina,Generosity,0.098274559
Moldova,Economy (GDP per Capita),8.776714325
Moldova,Family,0.843313575
Moldova,Health (Life Expectancy),65.01301575
Moldova,Freedom,0.721609175
Moldova,Trust (Government Corruption),0.913314283
Moldova,Generosity,-0.037741039
Tajikistan,Economy (GDP per Capita),8.024810791
Tajikistan,Family,0.835297108
Tajikistan,Health (Life Expectancy),64.10459137
Tajikistan,Freedom,0.831383407
Tajikistan,Trust (Government Corruption),0.592076063
Tajikistan,Generosity,-0.025088511
Montenegro,Economy (GDP per Capita),9.751860619
Montenegro,Family,0.855314612
Montenegro,Health (Life Expectancy),68.50534821
Montenegro,Freedom,0.649565637
Montenegro,Trust (Government Corruption),0.783121586
Montenegro,Generosity,-0.075600356
Russia,Economy (GDP per Capita),10.12887192
Russia,Family,0.903150737
Russia,Health (Life Expectancy),64.10045624
Russia,Freedom,0.729892612
Russia,Trust (Government Corruption),0.864802599
Russia,Generosity,-0.151153743
Kyrgyzstan,Economy (GDP per Capita),8.148405075
Kyrgyzstan,Family,0.887228489
Kyrgyzstan,Health (Life Expectancy),64.10601044
Kyrgyzstan,Freedom,0.909374893
Kyrgyzstan,Trust (Government Corruption),0.888396084
Kyrgyzstan,Generosity,0.154772058
Belarus,Economy (GDP per Capita),9.779945374
Belarus,Family,0.90674746
Belarus,Health (Life Expectancy),66.10433197
Belarus,Freedom,0.639163077
Belarus,Trust (Government Corruption),0.63571167
Belarus,Generosity,-0.164926544
North Cyprus,Economy (GDP per Capita),10.40570259
North Cyprus,Family,0.820356607
North Cyprus,Health (Life Expectancy),73.70222473
North Cyprus,Freedom,0.79529351
North Cyprus,Trust (Government Corruption),0.62611568
North Cyprus,Generosity,0.000227159
Greece,Economy (GDP per Capita),10.13232613
Greece,Family,0.814380348
Greece,Health (Life Expectancy),72.40525818
Greece,Freedom,0.541345119
Greece,Trust (Government Corruption),0.859931409
Greece,Generosity,-0.300907373
Hong Kong S.A.R. of China,Economy (GDP per Capita),10.9346714
Hong Kong S.A.R. of China,Family,0.845969081
Hong Kong S.A.R. of China,Health (Life Expectancy),76.77170563
Hong Kong S.A.R. of China,Freedom,0.779833794
Hong Kong S.A.R. of China,Trust (Government Corruption),0.420607209
Hong Kong S.A.R. of China,Generosity,0.134979904
Croatia,Economy (GDP per Capita),10.07087517
Croatia,Family,0.874623716
Croatia,Health (Life Expectancy),70.21490479
Croatia,Freedom,0.714838803
Croatia,Trust (Government Corruption),0.916495264
Croatia,Generosity,-0.128538325
Libya,Economy (GDP per Capita),9.789815903
Libya,Family,0.825942934
Libya,Health (Life Expectancy),62.29999924
Libya,Freedom,0.773157001
Libya,Trust (Government Corruption),0.668779135
Libya,Generosity,-0.085054487
Mongolia,Economy (GDP per Capita),9.412186623
Mongolia,Family,0.937142491
Mongolia,Health (Life Expectancy),62.30448532
Mongolia,Freedom,0.693351328
Mongolia,Trust (Government Corruption),0.863511205
Mongolia,Generosity,0.098093867
Malaysia,Economy (GDP per Capita),10.26251888
Malaysia,Family,0.816509426
Malaysia,Health (Life Expectancy),67.10215759
Malaysia,Freedom,0.894626856
Malaysia,Trust (Government Corruption),0.839302301
Malaysia,Generosity,0.114726797
Vietnam,Economy (GDP per Capita),8.809545517
Vietnam,Family,0.849987149
Vietnam,Health (Life Expectancy),67.9527359
Vietnam,Freedom,0.939592957
Vietnam,Trust (Government Corruption),0.79642123
Vietnam,Generosity,-0.094533332
Indonesia,Economy (GDP per Capita),9.36975193
Indonesia,Family,0.808379889
Indonesia,Health (Life Expectancy),62.15584946
Indonesia,Freedom,0.870614409
Indonesia,Trust (Government Corruption),0.876296401
Indonesia,Generosity,0.519586504
Ivory Coast,Economy (GDP per Capita),8.225561142
Ivory Coast,Family,0.658048689
Ivory Coast,Health (Life Expectancy),49.50377274
Ivory Coast,Freedom,0.727909327
Ivory Coast,Trust (Government Corruption),0.790771961
Ivory Coast,Generosity,-0.043991156
Benin,Economy (GDP per Capita),7.674319744
Benin,Family,0.468671143
Benin,Health (Life Expectancy),54.31246567
Benin,Freedom,0.735182583
Benin,Trust (Government Corruption),0.740532577
Benin,Generosity,-0.003537213
Maldives,Economy (GDP per Capita),9.518632889
Maldives,Family,0.91316092
Maldives,Health (Life Expectancy),70.59999847
Maldives,Freedom,0.853962779
Maldives,Trust (Government Corruption),0.824211061
Maldives,Generosity,0.038085498
Congo (Brazzaville),Economy (GDP per Capita),8.536987305
Congo (Brazzaville),Family,0.640228093
Congo (Brazzaville),Health (Life Expectancy),57.92448044
Congo (Brazzaville),Freedom,0.719058514
Congo (Brazzaville),Trust (Government Corruption),0.751779079
Congo (Brazzaville),Generosity,-0.123674095
Azerbaijan,Economy (GDP per Capita),9.687726974
Azerbaijan,Family,0.819308281
Azerbaijan,Health (Life Expectancy),65.50839996
Azerbaijan,Freedom,0.786824107
Azerbaijan,Trust (Government Corruption),0.55253756
Azerbaijan,Generosity,-0.240255281
Macedonia,Economy (GDP per Capita),9.510591507
Macedonia,Family,0.820392311
Macedonia,Health (Life Expectancy),67.50442505
Macedonia,Freedom,0.738840938
Macedonia,Trust (Government Corruption),0.897490501
Macedonia,Generosity,-0.019877451
Ghana,Economy (GDP per Capita),8.350645065
Ghana,Family,0.728601098
Ghana,Health (Life Expectancy),57.20398712
Ghana,Freedom,0.794796526
Ghana,Trust (Government Corruption),0.847964764
Ghana,Generosity,0.094170853
Nepal,Economy (GDP per Capita),7.925357342
Nepal,Family,0.785512447
Nepal,Health (Life Expectancy),63.77917862
Nepal,Freedom,0.797565043
Nepal,Trust (Government Corruption),0.738099158
Nepal,Generosity,0.154168829
Turkey,Economy (GDP per Capita),10.12941933
Turkey,Family,0.826313555
Turkey,Health (Life Expectancy),66.90281677
Turkey,Freedom,0.608830452
Turkey,Trust (Government Corruption),0.748197377
Turkey,Generosity,-0.171046436
China,Economy (GDP per Capita),9.688568115
China,Family,0.798760593
China,Health (Life Expectancy),69.2891922
China,Freedom,0.898517907
China,Trust (Government Corruption),0.7539711
China,Generosity,-0.18142575
Turkmenistan,Economy (GDP per Capita),9.74803257
Turkmenistan,Family,0.958966196
Turkmenistan,Health (Life Expectancy),62.21170807
Turkmenistan,Freedom,0.826457024
Turkmenistan,Trust (Government Corruption),0.883691847
Turkmenistan,Generosity,0.187671542
Bulgaria,Economy (GDP per Capita),9.869318962
Bulgaria,Family,0.937840343
Bulgaria,Health (Life Expectancy),66.80397797
Bulgaria,Freedom,0.745178163
Bulgaria,Trust (Government Corruption),0.935585141
Bulgaria,Generosity,-0.143908441
Morocco,Economy (GDP per Capita),8.940313339
Morocco,Family,0.592628479
Morocco,Health (Life Expectancy),65.89624023
Morocco,Freedom,0.772072434
Morocco,Trust (Government Corruption),0.815724611
Morocco,Generosity,-0.240377247
Cameroon,Economy (GDP per Capita),8.118647575
Cameroon,Family,0.700386405
Cameroon,Health (Life Expectancy),52.7049408
Cameroon,Freedom,0.763051808
Cameroon,Trust (Government Corruption),0.851336598
Cameroon,Generosity,-0.00149645
Venezuela,Economy (GDP per Capita),8.977793694
Venezuela,Family,0.890408158
Venezuela,Health (Life Expectancy),66.50534058
Venezuela,Freedom,0.62327832
Venezuela,Trust (Government Corruption),0.837038398
Venezuela,Generosity,-0.169090509
Algeria,Economy (GDP per Capita),9.537964821
Algeria,Family,0.803385139
Algeria,Health (Life Expectancy),65.90517426
Algeria,Freedom,0.466610909
Algeria,Trust (Government Corruption),0.735485137
Algeria,Generosity,-0.121105164
Senegal,Economy (GDP per Capita),8.118982315
Senegal,Family,0.723616004
Senegal,Health (Life Expectancy),59.59915161
Senegal,Freedom,0.690596163
Senegal,Trust (Government Corruption),0.808785141
Senegal,Generosity,-0.052335154
Guinea,Economy (GDP per Capita),7.750990391
Guinea,Family,0.637573481
Guinea,Health (Life Expectancy),54.46780014
Guinea,Freedom,0.706846774
Guinea,Trust (Government Corruption),0.761794448
Guinea,Generosity,0.076328471
Niger,Economy (GDP per Capita),6.842166901
Niger,Family,0.617435038
Niger,Health (Life Expectancy),53.50009537
Niger,Freedom,0.759772122
Niger,Trust (Government Corruption),0.722530186
Niger,Generosity,0.013860817
Laos,Economy (GDP per Capita),8.79858017
Laos,Family,0.737502217
Laos,Health (Life Expectancy),58.70992279
Laos,Freedom,0.907213569
Laos,Trust (Government Corruption),0.634679317
Laos,Generosity,0.11137148
Albania,Economy (GDP per Capita),9.417930603
Albania,Family,0.671070457
Albania,Health (Life Expectancy),68.70813751
Albania,Freedom,0.781994224
Albania,Trust (Government Corruption),0.896303713
Albania,Generosity,-0.042309489
Cambodia,Economy (GDP per Capita),8.249890327
Cambodia,Family,0.773080647
Cambodia,Health (Life Expectancy),61.52996826
Cambodia,Freedom,0.959704638
Cambodia,Trust (Government Corruption),0.822769046
Cambodia,Generosity,0.051911179
Bangladesh,Economy (GDP per Capita),8.287063599
Bangladesh,Family,0.687292993
Bangladesh,Health (Life Expectancy),64.50306702
Bangladesh,Freedom,0.90062499
Bangladesh,Trust (Government Corruption),0.661843538
Bangladesh,Generosity,-0.033664726
Gabon,Economy (GDP per Capita),9.680537224
Gabon,Family,0.787886858
Gabon,Health (Life Expectancy),59.71533966
Gabon,Freedom,0.704829216
Gabon,Trust (Government Corruption),0.849150956
Gabon,Generosity,-0.222261623
South Africa,Economy (GDP per Capita),9.403370857
South Africa,Family,0.852532268
South Africa,Health (Life Expectancy),56.50601196
South Africa,Freedom,0.759330094
South Africa,Trust (Government Corruption),0.843423843
South Africa,Generosity,-0.109777324
Iraq,Economy (GDP per Capita),9.661095619
Iraq,Family,0.747694969
Iraq,Health (Life Expectancy),59.90354919
Iraq,Freedom,0.633182645
Iraq,Trust (Government Corruption),0.82226181
Iraq,Generosity,-0.06956476
Lebanon,Economy (GDP per Capita),9.3617239
Lebanon,Family,0.824338138
Lebanon,Health (Life Expectancy),67.10658264
Lebanon,Freedom,0.551357508
Lebanon,Trust (Government Corruption),0.90225625
Lebanon,Generosity,-0.06121527
Burkina Faso,Economy (GDP per Capita),7.46854496
Burkina Faso,Family,0.712943614
Burkina Faso,Health (Life Expectancy),53.88945389
Burkina Faso,Freedom,0.665563583
Burkina Faso,Trust (Government Corruption),0.739795029
Burkina Faso,Generosity,-0.019080516
Gambia,Economy (GDP per Capita),7.321814537
Gambia,Family,0.6931687
Gambia,Health (Life Expectancy),55.0120163
Gambia,Freedom,0.733163178
Gambia,Trust (Government Corruption),0.690717816
Gambia,Generosity,0.343198717
Mali,Economy (GDP per Capita),7.629852295
Mali,Family,0.731468976
Mali,Health (Life Expectancy),51.72698212
Mali,Freedom,0.71156615
Mali,Trust (Government Corruption),0.839328408
Mali,Generosity,-0.044366926
Nigeria,Economy (GDP per Capita),8.57662487
Nigeria,Family,0.73721689
Nigeria,Health (Life Expectancy),49.86190796
Nigeria,Freedom,0.759578407
Nigeria,Trust (Government Corruption),0.861874342
Nigeria,Generosity,0.033745807
Armenia,Economy (GDP per Capita),9.100476265
Armenia,Family,0.757479429
Armenia,Health (Life Expectancy),66.75065613
Armenia,Freedom,0.712017834
Armenia,Trust (Government Corruption),0.773544788
Armenia,Generosity,-0.13877961
Georgia,Economy (GDP per Capita),9.226100922
Georgia,Family,0.629033029
Georgia,Health (Life Expectancy),64.49520874
Georgia,Freedom,0.801641524
Georgia,Trust (Government Corruption),0.665944695
Georgia,Generosity,-0.22892037
Iran,Economy (GDP per Capita),9.813719749
Iran,Family,0.694689691
Iran,Health (Life Expectancy),66.00614929
Iran,Freedom,0.647873282
Iran,Trust (Government Corruption),0.714635968
Iran,Generosity,0.117891103
Jordan,Economy (GDP per Capita),9.025999069
Jordan,Family,0.80216372
Jordan,Health (Life Expectancy),66.79975128
Jordan,Freedom,0.75104779
Jordan,Trust (Government Corruption),0.700344324
Jordan,Generosity,-0.162565202
Mozambique,Economy (GDP per Capita),7.069345951
Mozambique,Family,0.723874032
Mozambique,Health (Life Expectancy),54.20582199
Mozambique,Freedom,0.864451885
Mozambique,Trust (Government Corruption),0.683019102
Mozambique,Generosity,0.032375868
Kenya,Economy (GDP per Capita),8.02977562
Kenya,Family,0.702652037
Kenya,Health (Life Expectancy),60.09693146
Kenya,Freedom,0.829747558
Kenya,Trust (Government Corruption),0.831499159
Kenya,Generosity,0.294681519
Namibia,Economy (GDP per Capita),9.203141212
Namibia,Family,0.846880972
Namibia,Health (Life Expectancy),56.50148773
Namibia,Freedom,0.767520964
Namibia,Trust (Government Corruption),0.851449788
Namibia,Generosity,-0.18530646
Ukraine,Economy (GDP per Capita),9.010690689
Ukraine,Family,0.878879368
